Date,State,Confirmed,Recovered,Deaths,Vaccinations
2022-07-06,Gujarat,28700,23336,1343,31627
2022-07-07,Maharashtra,39568,32626,779,45785
2022-07-07,Delhi,36583,33607,1004,21643
2022-07-07,Uttar Pradesh,6025,4703,294,50258
2022-07-07,Karnataka,35527,31109,1021,51435
2022-07-07,Tamil Nadu,4794,4269,238,14593
2022-07-07,Gujarat,31107,26673,886,99097
2022-07-08,Maharashtra,15372,12468,629,63413
2022-07-08,Delhi,19059,17657,303,72852
2022-07-08,Uttar Pradesh,17259,15177,529,29502
2022-07-08,Karnataka,28204,26734,412,52457
2022-07-08,Tamil Nadu,47875,37154,1783,48420
2022-07-08,Gujarat,34379,30901,1526,97688
2022-07-09,Maharashtra,6424,5522,202,39396
2022-07-09,Delhi,14176,11796,451,29592
2022-07-09,Uttar Pradesh,14102,13117,652,82179
2022-07-09,Karnataka,19643,16206,760,87203
2022-07-09,Tamil Nadu,31632,28421,1389,92157
2022-07-09,Gujarat,14219,12354,622,41843
2022-07-10,Maharashtra,13778,12145,586,63144
2022-07-10,Delhi,41770,36945,491,17992
2022-07-10,Uttar Pradesh,45894,38133,2173,12071
2022-07-10,Karnataka,28574,26252,1220,11586
2022-07-10,Tamil Nadu,20703,18554,852,44648
2022-07-10,Gujarat,13129,11285,502,18499
2022-07-11,Maharashtra,11352,10644,415,91613
2022-07-11,Delhi,46540,35371,2107,86848
2022-07-11,Uttar Pradesh,45041,38342,1333,97226
2022-07-11,Karnataka,28328,26878,409,27625
2022-07-11,Tamil Nadu,43040,38147,2038,97812
2022-07-11,Gujarat,3703,3254,54,70524
2022-07-12,Maharashtra,35515,27622,1607,81812
2022-07-12,Delhi,19535,18123,605,5599
2022-07-12,Uttar Pradesh,4709,4214,77,60704
2022-07-12,Karnataka,43536,37765,1533,29844
2022-07-12,Tamil Nadu,41740,38388,910,56747
2022-07-12,Gujarat,25501,21574,528,82195
2022-07-13,Maharashtra,26226,20660,427,19059
2022-07-13,Delhi,5814,4785,242,43210
2022-07-13,Uttar Pradesh,26931,20680,501,54954
2022-07-13,Karnataka,26276,20465,610,15605
2022-07-13,Tamil Nadu,41707,34511,1248,98079
2022-07-13,Gujarat,32280,24268,833,43736
2022-07-14,Maharashtra,12659,10937,506,45558
2022-07-14,Delhi,10585,8479,302,42039
2022-07-14,Uttar Pradesh,5323,4964,133,45831
2022-07-14,Karnataka,35030,31130,412,99138
2022-07-14,Tamil Nadu,32174,27257,530,73688
2022-07-14,Gujarat,26960,24516,434,31038
2022-07-15,Maharashtra,28770,23325,1141,62773
2022-07-15,Delhi,18855,15252,603,23114
2022-07-15,Uttar Pradesh,33803,28604,1456,64341
2022-07-15,Karnataka,24545,22584,1034,73071
2022-07-15,Tamil Nadu,25721,23567,761,17860
2022-07-15,Gujarat,15247,12982,238,46280
2022-07-16,Maharashtra,25158,20558,513,28810
2022-07-16,Delhi,45124,35440,1234,35034
2022-07-16,Uttar Pradesh,2947,2225,77,92986
2022-07-16,Karnataka,17303,14852,756,22977
2022-07-16,Tamil Nadu,43707,33094,488,21640
2022-07-16,Gujarat,32535,26535,1070,12965
2022-07-17,Maharashtra,14730,13336,654,23936
2022-07-17,Delhi,43017,34878,1567,91653
2022-07-17,Uttar Pradesh,49848,44990,738,41326
2022-07-17,Karnataka,43581,36518,1927,42548
2022-07-17,Tamil Nadu,20668,17057,953,56318
2022-07-17,Gujarat,38165,29487,547,50411
2022-07-18,Maharashtra,30372,24443,1204,41479
2022-07-18,Delhi,35354,31510,1321,77940
2022-07-18,Uttar Pradesh,47101,39699,1220,13556
2022-07-18,Karnataka,47123,40570,919,19864
2022-07-18,Tamil Nadu,31016,26030,1152,64739
2022-07-18,Gujarat,43996,37711,1031,57810
2022-07-19,Maharashtra,21379,19526,1040,25661
2022-07-19,Delhi,18858,17254,716,44866
2022-07-19,Uttar Pradesh,27644,25217,362,63491
2022-07-19,Karnataka,34380,26807,829,91708
2022-07-19,Tamil Nadu,10926,9854,303,34511
2022-07-19,Gujarat,44340,40407,461,69668
2022-07-20,Maharashtra,28048,21563,526,84517
2022-07-20,Delhi,9696,8915,431,97081
2022-07-20,Uttar Pradesh,29625,27718,888,77053
2022-07-20,Karnataka,15287,13424,628,46633
2022-07-20,Tamil Nadu,6985,6293,328,30168
2022-07-20,Gujarat,25019,20312,812,60614
2022-07-21,Maharashtra,20522,17234,764,80440
2022-07-21,Delhi,27921,21223,897,23290
2022-07-21,Uttar Pradesh,36253,28158,1481,46253
2022-07-21,Karnataka,15251,12120,320,27706
2022-07-21,Tamil Nadu,19472,17173,208,81591
2022-07-21,Gujarat,33716,28193,784,71064
2022-07-22,Maharashtra,44093,40016,1544,87782
2022-07-22,Delhi,28792,26452,972,35589
2022-07-22,Uttar Pradesh,23436,22042,1093,14212
2022-07-22,Karnataka,38964,35689,1092,51580
2022-07-22,Tamil Nadu,31387,28701,907,32506
2022-07-22,Gujarat,43296,33335,1720,6705
2022-07-23,Maharashtra,6997,6158,110,95016
2022-07-23,Delhi,32051,30378,876,35785
2022-07-23,Uttar Pradesh,30402,23357,964,10725
2022-07-23,Karnataka,26223,20332,346,35027
2022-07-23,Tamil Nadu,13767,11085,493,89682
2022-07-23,Gujarat,22901,17545,401,21515
2022-07-24,Maharashtra,25806,23124,640,96044
2022-07-24,Delhi,26985,22875,889,61899
2022-07-24,Uttar Pradesh,46610,38916,1255,93509
2022-07-24,Karnataka,6589,5281,309,66323
2022-07-24,Tamil Nadu,13015,12282,392,16891
2022-07-24,Gujarat,28762,22576,1048,33557
2022-07-25,Maharashtra,46593,37409,589,50032
2022-07-25,Delhi,34859,28325,1335,54884
2022-07-25,Uttar Pradesh,47360,38665,1741,40455
2022-07-25,Karnataka,29672,26569,315,75030
2022-07-25,Tamil Nadu,35047,31703,443,38622
2022-07-25,Gujarat,36980,30387,383,28612
2022-07-26,Maharashtra,13530,11663,622,38043
2022-07-26,Delhi,13295,11915,491,71345
2022-07-26,Uttar Pradesh,31144,28302,353,37402
2022-07-26,Karnataka,25498,20409,1221,57460
2022-07-26,Tamil Nadu,46267,35009,1209,19017
2022-07-26,Gujarat,18365,16456,404,52025
2022-07-27,Maharashtra,45254,39362,494,6511
2022-07-27,Delhi,19642,16899,512,25846
2022-07-27,Uttar Pradesh,30152,27273,891,31188
2022-07-27,Karnataka,46000,35465,2282,63769
2022-07-27,Tamil Nadu,48397,37111,493,67678
2022-07-27,Gujarat,48062,42100,1119,77681
2022-07-28,Maharashtra,39695,35460,952,97501
2022-07-28,Delhi,10145,8441,127,25645
2022-07-28,Uttar Pradesh,19408,16549,650,43221
2022-07-28,Karnataka,35595,31464,970,97477
2022-07-28,Tamil Nadu,38206,33788,1132,57689
2022-07-28,Gujarat,29750,25253,430,36001
2022-07-29,Maharashtra,40586,38139,752,35158
2022-07-29,Delhi,35857,28661,976,49541
2022-07-29,Uttar Pradesh,34984,33233,1251,93228
2022-07-29,Karnataka,32474,27547,785,28814
2022-07-29,Tamil Nadu,36565,34697,1034,35571
2022-07-29,Gujarat,41694,36962,494,62198
2022-07-30,Maharashtra,33780,27724,1336,21102
2022-07-30,Delhi,34457,26040,1194,16766
2022-07-30,Uttar Pradesh,23711,20248,612,77944
2022-07-30,Karnataka,11694,10874,473,10778
2022-07-30,Tamil Nadu,36059,33598,1676,65661
2022-07-30,Gujarat,44352,37312,444,96931
2022-07-31,Maharashtra,17415,16493,213,6642
2022-07-31,Delhi,32477,25399,634,74445
2022-07-31,Uttar Pradesh,33078,30736,1245,16233
2022-07-31,Karnataka,31496,26326,1340,56761
2022-07-31,Tamil Nadu,20465,18831,725,26310
2022-07-31,Gujarat,28982,22723,315,17842
2022-08-01,Maharashtra,38491,32997,1126,12426
2022-08-01,Delhi,23887,19098,893,44258
2022-08-01,Uttar Pradesh,47882,39339,2166,51215
2022-08-01,Karnataka,49626,42181,1825,17891
2022-08-01,Tamil Nadu,17795,15207,427,16009
2022-08-01,Gujarat,24226,19366,638,45225
2022-08-02,Maharashtra,23102,19312,320,38712
2022-08-02,Delhi,27823,20951,1277,28265
2022-08-02,Uttar Pradesh,25751,23689,319,50532
2022-08-02,Karnataka,32102,25741,817,47634
2022-08-02,Tamil Nadu,34101,28212,620,83754
2022-08-02,Gujarat,22164,16975,895,44899
2022-08-03,Maharashtra,38703,34648,1443,78030
2022-08-03,Delhi,20750,16155,834,73095
2022-08-03,Uttar Pradesh,41905,36825,890,23113
2022-08-03,Karnataka,43861,33458,1505,96164
2022-08-03,Tamil Nadu,27250,21775,450,65532
2022-08-03,Gujarat,41067,35608,1945,9137
2022-08-04,Maharashtra,12423,10999,225,39754
2022-08-04,Delhi,37312,27999,1763,84951
2022-08-04,Uttar Pradesh,48052,39889,1837,59697
2022-08-04,Karnataka,4044,3781,44,26545
2022-08-04,Tamil Nadu,19204,15671,330,89383
2022-08-04,Gujarat,37139,31605,574,33436
2022-08-05,Maharashtra,3788,3081,60,46534
2022-08-05,Delhi,33988,32086,1622,38521
2022-08-05,Uttar Pradesh,30948,29369,1143,47448
2022-08-05,Karnataka,8938,6913,416,77171
2022-08-05,Tamil Nadu,9629,8845,442,26487
2022-08-05,Gujarat,13869,13091,502,87209
2022-08-06,Maharashtra,17763,14780,261,72494
2022-08-06,Delhi,44087,36996,1040,34018
2022-08-06,Uttar Pradesh,21303,17805,762,81489
2022-08-06,Karnataka,32696,25171,1442,84602
2022-08-06,Tamil Nadu,41735,37698,776,27129
2022-08-06,Gujarat,31845,29767,1127,63172
2022-08-07,Maharashtra,3673,3376,71,15624
2022-08-07,Delhi,2228,1701,102,87456
2022-08-07,Uttar Pradesh,20689,16790,443,12587
2022-08-07,Karnataka,4527,3945,64,42455
2022-08-07,Tamil Nadu,37939,35465,623,74231
2022-08-07,Gujarat,10112,8275,287,60283
2022-08-08,Maharashtra,21001,17539,404,63147
2022-08-08,Delhi,14339,12190,363,34543
2022-08-08,Uttar Pradesh,36930,30504,900,83673
2022-08-08,Karnataka,35905,28910,617,88725
2022-08-08,Tamil Nadu,23797,19022,1170,26694
2022-08-08,Gujarat,45388,42183,726,72398
2022-08-09,Maharashtra,19186,16170,420,78855
2022-08-09,Delhi,39663,32746,1390,17202
2022-08-09,Uttar Pradesh,39283,31628,472,68535
2022-08-09,Karnataka,15897,14917,567,78830
2022-08-09,Tamil Nadu,5507,4268,96,49905
2022-08-09,Gujarat,15334,14230,259,97814
2022-08-10,Maharashtra,19749,16079,749,95608
2022-08-10,Delhi,43326,40800,894,60535
2022-08-10,Uttar Pradesh,45090,35599,683,55641
2022-08-10,Karnataka,14607,12831,412,66776
2022-08-10,Tamil Nadu,49864,38618,2098,33210
2022-08-10,Gujarat,45088,34010,1142,67248
2022-08-11,Maharashtra,31000,28161,1224,50321
2022-08-11,Delhi,48350,38548,1365,44164
2022-08-11,Uttar Pradesh,48578,40040,1500,76227
2022-08-11,Karnataka,4532,4046,143,48114
2022-08-11,Tamil Nadu,14482,11648,668,32937
2022-08-11,Gujarat,21563,20136,886,96873
2022-08-12,Maharashtra,35708,30878,628,40271
2022-08-12,Delhi,12030,11393,380,33812
2022-08-12,Uttar Pradesh,24422,21655,1200,44266
2022-08-12,Karnataka,23732,20370,398,21494
2022-08-12,Tamil Nadu,22571,18449,1007,53814
2022-08-12,Gujarat,20318,18385,221,12590
2022-08-13,Maharashtra,35850,29913,1721,84837
2022-08-13,Delhi,38861,34943,1387,48525
2022-08-13,Uttar Pradesh,41986,35970,984,96703
2022-08-13,Karnataka,14679,13644,412,84914
2022-08-13,Tamil Nadu,11328,10743,454,10720
2022-08-13,Gujarat,6153,5233,183,89833
2022-08-14,Maharashtra,17587,15769,430,11971
2022-08-14,Delhi,10507,9064,410,83694
2022-08-14,Uttar Pradesh,26774,22131,1164,74711
2022-08-14,Karnataka,36627,32476,392,75746
2022-08-14,Tamil Nadu,33390,30706,1604,65403
2022-08-14,Gujarat,27859,23750,1087,32100
2022-08-15,Maharashtra,25086,21957,972,52709
2022-08-15,Delhi,33571,28288,532,49974
2022-08-15,Uttar Pradesh,47478,43752,546,23050
2022-08-15,Karnataka,41157,36499,1322,63236
2022-08-15,Tamil Nadu,13142,11233,495,9115
2022-08-15,Gujarat,20024,15147,802,44355
2022-08-16,Maharashtra,33420,30196,995,72419
2022-08-16,Delhi,5821,4416,112,7477
2022-08-16,Uttar Pradesh,14135,11872,662,34236
2022-08-16,Karnataka,1368,1038,35,78098
2022-08-16,Tamil Nadu,8139,7675,276,6887
2022-08-16,Gujarat,12975,11582,529,51323
2022-08-17,Maharashtra,24926,23051,979,85220
2022-08-17,Delhi,27088,25714,1140,87990
2022-08-17,Uttar Pradesh,2050,1927,32,74558
2022-08-17,Karnataka,42104,36466,975,79528
2022-08-17,Tamil Nadu,35253,31815,1369,82702
2022-08-17,Gujarat,29065,23306,1145,60267
2022-08-18,Maharashtra,4894,3976,80,47154
2022-08-18,Delhi,31221,26820,586,28853
2022-08-18,Uttar Pradesh,35713,30931,394,46573
2022-08-18,Karnataka,40899,32123,499,78247
2022-08-18,Tamil Nadu,45759,39501,692,35146
2022-08-18,Gujarat,16238,12456,576,80596
2022-08-19,Maharashtra,6433,5939,156,26294
2022-08-19,Delhi,19764,15074,415,45615
2022-08-19,Uttar Pradesh,27863,25000,549,28184
2022-08-19,Karnataka,24910,22755,627,59649
2022-08-19,Tamil Nadu,4791,4057,210,57463
2022-08-19,Gujarat,10629,9995,279,41087
2022-08-20,Maharashtra,9673,8288,207,57287
2022-08-20,Delhi,44780,33858,611,6420
2022-08-20,Uttar Pradesh,48440,40189,2076,9987
2022-08-20,Karnataka,27062,24285,1241,67237
2022-08-20,Tamil Nadu,26308,20194,324,94782
2022-08-20,Gujarat,14766,13231,560,72393
2022-08-21,Maharashtra,48223,39831,2330,89076
2022-08-21,Delhi,26837,21789,310,75459
2022-08-21,Uttar Pradesh,43019,36255,854,18319
2022-08-21,Karnataka,43161,39081,1434,72696
2022-08-21,Tamil Nadu,17236,15457,578,11221
2022-08-21,Gujarat,26294,24462,836,28360
2022-08-22,Maharashtra,9255,8575,257,5372
2022-08-22,Delhi,48312,40576,2212,14607
2022-08-22,Uttar Pradesh,40558,35369,2021,5715
2022-08-22,Karnataka,10837,9831,441,31817
2022-08-22,Tamil Nadu,34818,30064,670,18369
2022-08-22,Gujarat,6044,5394,248,12261
2022-08-23,Maharashtra,44614,34770,966,7057
2022-08-23,Delhi,36489,29863,1194,53429
2022-08-23,Uttar Pradesh,1202,924,19,80073
2022-08-23,Karnataka,2642,2463,125,99356
2022-08-23,Tamil Nadu,34803,29791,530,22460
2022-08-23,Gujarat,24987,21207,706,9840
2022-08-24,Maharashtra,21533,17340,616,10922
2022-08-24,Delhi,25919,24598,1243,30278
2022-08-24,Uttar Pradesh,15862,12334,322,29774
2022-08-24,Karnataka,3822,2996,71,88574
2022-08-24,Tamil Nadu,17975,16813,541,73577
2022-08-24,Gujarat,17551,14522,307,65614
2022-08-25,Maharashtra,45967,42689,1366,58000
2022-08-25,Delhi,19565,17112,540,87941
2022-08-25,Uttar Pradesh,11185,9652,220,70824
2022-08-25,Karnataka,41584,31391,833,42702
2022-08-25,Tamil Nadu,28535,23320,1063,33198
2022-08-25,Gujarat,30859,28408,1183,40276
2022-08-26,Maharashtra,13018,10807,341,51678
2022-08-26,Delhi,14952,14131,232,23787
2022-08-26,Uttar Pradesh,47750,38861,620,39055
2022-08-26,Karnataka,37769,28665,819,85506
2022-08-26,Tamil Nadu,45846,40265,1691,22843
2022-08-26,Gujarat,16583,12897,292,68475
2022-08-27,Maharashtra,43180,33928,1314,13911
2022-08-27,Delhi,41254,34511,1337,15112
2022-08-27,Uttar Pradesh,45039,38909,826,51809
2022-08-27,Karnataka,33205,25932,1145,43790
2022-08-27,Tamil Nadu,46411,40865,1155,92691
2022-08-27,Gujarat,37389,30715,375,16565
2022-08-28,Maharashtra,25700,23846,1253,16112
2022-08-28,Delhi,14761,12690,306,10939
2022-08-28,Uttar Pradesh,42949,37277,1599,16151
2022-08-28,Karnataka,28619,24981,501,73867
2022-08-28,Tamil Nadu,29604,24627,326,68726
2022-08-28,Gujarat,38043,33797,687,84091
2022-08-29,Maharashtra,11004,9393,445,81724
2022-08-29,Delhi,1247,1174,15,84347
2022-08-29,Uttar Pradesh,4741,4491,169,39319
2022-08-29,Karnataka,7306,5620,93,29870
2022-08-29,Tamil Nadu,13466,11250,194,65811
2022-08-29,Gujarat,37935,32711,379,83730
2022-08-30,Maharashtra,5231,4315,63,67582
2022-08-30,Delhi,34673,27612,942,60878
2022-08-30,Uttar Pradesh,17956,16537,647,49555
2022-08-30,Karnataka,46602,41103,2290,64502
2022-08-30,Tamil Nadu,44534,38886,2032,99831
2022-08-30,Gujarat,26519,21629,1211,24843
2022-08-31,Maharashtra,18505,16559,246,21439
2022-08-31,Delhi,15660,12384,607,40377
2022-08-31,Uttar Pradesh,48443,42954,1774,5794
2022-08-31,Karnataka,18945,15096,268,15856
2022-08-31,Tamil Nadu,7795,7184,93,15149
2022-08-31,Gujarat,27669,23603,372,74098
2022-09-01,Maharashtra,34623,30922,788,68565
2022-09-01,Delhi,38364,34543,622,29045
2022-09-01,Uttar Pradesh,22700,17346,517,53671
2022-09-01,Karnataka,16326,14114,264,35639
2022-09-01,Tamil Nadu,41586,32890,513,76980
2022-09-01,Gujarat,4015,3573,200,75400
2022-09-02,Maharashtra,10676,10104,310,13526
2022-09-02,Delhi,7842,6043,162,67420
2022-09-02,Uttar Pradesh,6429,5780,108,82313
2022-09-02,Karnataka,39713,32078,1663,67099
2022-09-02,Tamil Nadu,38063,32026,1599,9661
2022-09-02,Gujarat,48498,41344,1654,6898
2022-09-03,Maharashtra,13919,10972,652,88956
2022-09-03,Delhi,37123,30927,519,31850
2022-09-03,Uttar Pradesh,49554,42197,1302,85490
2022-09-03,Karnataka,45764,36087,700,37800
2022-09-03,Tamil Nadu,38466,30597,760,83871
2022-09-03,Gujarat,7177,6076,269,48056
2022-09-04,Maharashtra,11154,8615,483,23407
2022-09-04,Delhi,14025,10928,306,7478
2022-09-04,Uttar Pradesh,8929,7129,280,46941
2022-09-04,Karnataka,30974,26010,1378,62148
2022-09-04,Tamil Nadu,47471,40072,2322,37924
2022-09-04,Gujarat,24382,22086,721,35373
2022-09-05,Maharashtra,18144,15749,356,22341
2022-09-05,Delhi,48573,36468,1092,28877
2022-09-05,Uttar Pradesh,41273,36354,637,67309
2022-09-05,Karnataka,42767,35738,1618,94461
2022-09-05,Tamil Nadu,45623,36246,669,79607
2022-09-05,Gujarat,6088,5583,227,78839
2022-09-06,Maharashtra,12631,11769,141,83330
2022-09-06,Delhi,19018,17441,479,20740
2022-09-06,Uttar Pradesh,48862,37289,572,42214
2022-09-06,Karnataka,32053,26434,1580,75938
2022-09-06,Tamil Nadu,2964,2614,61,37337
2022-09-06,Gujarat,35829,31010,797,74830
2022-09-07,Maharashtra,47939,41131,1232,54229
2022-09-07,Delhi,35927,30281,468,12135
2022-09-07,Uttar Pradesh,14508,11834,215,44441
2022-09-07,Karnataka,40884,33948,581,8062
2022-09-07,Tamil Nadu,25700,23512,1198,15868
2022-09-07,Gujarat,3553,3047,75,76493
2022-09-08,Maharashtra,45495,38094,944,70107
2022-09-08,Delhi,22353,17330,270,29717
2022-09-08,Uttar Pradesh,47935,42335,1435,75160
2022-09-08,Karnataka,24103,19218,795,55486
2022-09-08,Tamil Nadu,29560,26260,1136,24638
2022-09-08,Gujarat,37208,30983,928,31783
2022-09-09,Maharashtra,6403,5382,291,52995
2022-09-09,Delhi,23614,18089,1036,75514
2022-09-09,Uttar Pradesh,43272,40965,1052,82167
2022-09-09,Karnataka,12693,10989,626,16629
2022-09-09,Tamil Nadu,4856,3847,149,38469
2022-09-09,Gujarat,37116,31000,878,51072
2022-09-10,Maharashtra,25596,20711,615,24606
2022-09-10,Delhi,22375,16798,664,97185
2022-09-10,Uttar Pradesh,46318,42888,2180,79070
2022-09-10,Karnataka,36228,28379,1594,10334
2022-09-10,Tamil Nadu,13281,11338,305,35697
2022-09-10,Gujarat,11722,9009,408,70550
2022-09-11,Maharashtra,45349,34171,1456,80507
2022-09-11,Delhi,42040,36975,1931,52782
2022-09-11,Uttar Pradesh,16646,12869,506,8864
2022-09-11,Karnataka,11661,8886,399,36362
2022-09-11,Tamil Nadu,33380,30035,604,83874
2022-09-11,Gujarat,16316,15325,209,16325
2022-09-12,Maharashtra,20088,17465,399,81803
2022-09-12,Delhi,32809,28720,351,7904
2022-09-12,Uttar Pradesh,45260,38393,807,93855
2022-09-12,Karnataka,21700,20168,470,29055
2022-09-12,Tamil Nadu,19642,15226,870,12025
2022-09-12,Gujarat,13549,11141,478,16326
2022-09-13,Maharashtra,4463,4184,135,19075
2022-09-13,Delhi,29709,26277,607,5605
2022-09-13,Uttar Pradesh,37445,32066,726,35530
2022-09-13,Karnataka,39024,34895,1640,85266
2022-09-13,Tamil Nadu,38924,31001,465,48654
2022-09-13,Gujarat,16930,14048,592,28990
2022-09-14,Maharashtra,6378,5229,184,30060
2022-09-14,Delhi,10379,9239,122,51993
2022-09-14,Uttar Pradesh,28568,21831,296,20468
2022-09-14,Karnataka,29849,25867,363,24098
2022-09-14,Tamil Nadu,8046,6361,126,45452
2022-09-14,Gujarat,29270,27541,1131,11387
2022-09-15,Maharashtra,25394,23786,466,61636
2022-09-15,Delhi,3610,3232,88,9804
2022-09-15,Uttar Pradesh,35058,30878,1220,36334
2022-09-15,Karnataka,7511,6285,153,90263
2022-09-15,Tamil Nadu,32139,26459,955,85202
2022-09-15,Gujarat,36583,34362,1485,77209
2022-09-16,Maharashtra,2742,2151,93,8534
2022-09-16,Delhi,15685,14845,625,79090
2022-09-16,Uttar Pradesh,45241,41629,733,85653
2022-09-16,Karnataka,2722,2417,37,74400
2022-09-16,Tamil Nadu,2067,1858,43,82364
2022-09-16,Gujarat,47900,38956,895,72370
2022-09-17,Maharashtra,48894,46087,1262,81668
2022-09-17,Delhi,9203,8504,380,27247
2022-09-17,Uttar Pradesh,43394,33346,884,49594
2022-09-17,Karnataka,13095,10537,179,39723
2022-09-17,Tamil Nadu,11204,9385,190,18763
2022-09-17,Gujarat,45863,37651,1521,58846
2022-09-18,Maharashtra,49641,37857,1674,6011
2022-09-18,Delhi,24427,19600,1132,20229
2022-09-18,Uttar Pradesh,14244,11449,572,28536
2022-09-18,Karnataka,23210,20831,972,62210
2022-09-18,Tamil Nadu,18195,16251,772,58861
2022-09-18,Gujarat,38289,33101,814,46842
2022-09-19,Maharashtra,47754,43675,1310,79675
2022-09-19,Delhi,31060,24307,909,7539
2022-09-19,Uttar Pradesh,44073,37655,2120,62824
2022-09-19,Karnataka,42736,37229,646,81427
2022-09-19,Tamil Nadu,20640,19101,548,39462
2022-09-19,Gujarat,19636,17442,259,45916
2022-09-20,Maharashtra,14065,10791,555,41388
2022-09-20,Delhi,11631,10174,440,53754
2022-09-20,Uttar Pradesh,47683,43535,1525,53846
2022-09-20,Karnataka,49244,44450,2203,89943
2022-09-20,Tamil Nadu,19201,15335,261,28115
2022-09-20,Gujarat,28961,24812,1158,52182
2022-09-21,Maharashtra,3017,2467,138,28075
2022-09-21,Delhi,7531,6837,146,45059
2022-09-21,Uttar Pradesh,41023,35481,1656,37818
2022-09-21,Karnataka,16926,12890,173,49696
2022-09-21,Tamil Nadu,12994,11106,154,64347
2022-09-21,Gujarat,12093,10871,526,88254
2022-09-22,Maharashtra,49122,41577,1942,5234
2022-09-22,Delhi,7834,6987,150,80145
2022-09-22,Uttar Pradesh,22473,17002,346,65598
2022-09-22,Karnataka,41508,33970,1908,71186
2022-09-22,Tamil Nadu,33389,29042,656,83655
2022-09-22,Gujarat,8644,7035,199,95433
2022-09-23,Maharashtra,2874,2220,86,88176
2022-09-23,Delhi,37008,29483,1355,92189
2022-09-23,Uttar Pradesh,44671,36205,1455,88944
2022-09-23,Karnataka,6736,6146,223,61786
2022-09-23,Tamil Nadu,32247,29955,380,34495
2022-09-23,Gujarat,7208,6490,276,16263
2022-09-24,Maharashtra,1305,1057,26,71408
2022-09-24,Delhi,42128,34164,1519,80462
2022-09-24,Uttar Pradesh,49259,44713,2452,8667
2022-09-24,Karnataka,18660,17336,862,99148
2022-09-24,Tamil Nadu,41499,37568,738,79674
2022-09-24,Gujarat,41463,37280,1696,17113
2022-09-25,Maharashtra,29749,24851,646,72983
2022-09-25,Delhi,10408,8029,337,59986
2022-09-25,Uttar Pradesh,48937,45330,626,48831
2022-09-25,Karnataka,17770,15080,295,68815
2022-09-25,Tamil Nadu,37636,33265,806,77173
2022-09-25,Gujarat,5964,4760,249,71382
2022-09-26,Maharashtra,14390,12303,264,84503
2022-09-26,Delhi,19262,15869,627,28051
2022-09-26,Uttar Pradesh,29385,26315,775,32653
2022-09-26,Karnataka,41845,36212,1124,65992
2022-09-26,Tamil Nadu,30842,28974,546,49561
2022-09-26,Gujarat,18058,15840,538,21616
2022-09-27,Maharashtra,31373,27785,1423,5797
2022-09-27,Delhi,40889,38737,899,58639
2022-09-27,Uttar Pradesh,8690,7788,427,33787
2022-09-27,Karnataka,26084,21815,325,57262
2022-09-27,Tamil Nadu,38639,31740,1461,22945
2022-09-27,Gujarat,25243,19605,1152,29227
2022-09-28,Maharashtra,28748,24777,894,58168
2022-09-28,Delhi,11550,10838,554,13722
2022-09-28,Uttar Pradesh,3120,2859,69,23904
2022-09-28,Karnataka,21792,18614,1069,71500
2022-09-28,Tamil Nadu,35902,31224,1619,74447
2022-09-28,Gujarat,12216,11238,443,48938
2022-09-29,Maharashtra,41431,36333,773,27761
2022-09-29,Delhi,25992,24135,924,74903
2022-09-29,Uttar Pradesh,46447,38428,2272,81587
2022-09-29,Karnataka,37746,35706,933,65634
2022-09-29,Tamil Nadu,32313,28840,1501,93421
2022-09-29,Gujarat,29222,25859,1207,87976
2022-09-30,Maharashtra,3260,2622,91,21833
2022-09-30,Delhi,4498,3560,154,83037
2022-09-30,Uttar Pradesh,23254,19439,1141,30545
2022-09-30,Karnataka,4345,3770,144,51721
2022-09-30,Tamil Nadu,29231,23769,508,94217
2022-09-30,Gujarat,8035,6693,365,28583
2022-10-01,Maharashtra,23105,18757,722,94932
2022-10-01,Delhi,25312,23160,998,16718
2022-10-01,Uttar Pradesh,17784,13430,520,36428
2022-10-01,Karnataka,37759,31440,1671,52351
2022-10-01,Tamil Nadu,42001,38196,2021,40386
2022-10-01,Gujarat,10362,8582,305,77578
2022-10-02,Maharashtra,26286,24276,561,86776
2022-10-02,Delhi,22262,19684,755,22942
2022-10-02,Uttar Pradesh,2722,2090,60,39546
2022-10-02,Karnataka,1683,1524,35,51705
2022-10-02,Tamil Nadu,19966,17301,690,10492
2022-10-02,Gujarat,17827,13379,832,76445
2022-10-03,Maharashtra,13869,12892,360,49055
2022-10-03,Delhi,8819,6941,378,80592
2022-10-03,Uttar Pradesh,1715,1418,33,56792
2022-10-03,Karnataka,46462,42822,1156,28321
2022-10-03,Tamil Nadu,43969,39779,1984,70196
2022-10-03,Gujarat,22443,18157,480,83649
2022-10-04,Maharashtra,6385,5986,262,83943
2022-10-04,Delhi,16316,13028,506,98938
2022-10-04,Uttar Pradesh,3430,3126,87,82400
2022-10-04,Karnataka,26115,21579,1122,25707
2022-10-04,Tamil Nadu,40384,33842,1398,29188
2022-10-04,Gujarat,15245,14324,502,37286
2022-10-05,Maharashtra,22693,20829,1012,61200
2022-10-05,Delhi,14450,13517,181,28937
2022-10-05,Uttar Pradesh,8452,6896,264,15564
2022-10-05,Karnataka,48510,40309,2081,8710
2022-10-05,Tamil Nadu,40395,32507,831,98650
2022-10-05,Gujarat,24074,18186,462,53068
2022-10-06,Maharashtra,46433,40767,885,43938
2022-10-06,Delhi,36391,32750,573,30236
